,Summary_NR,Reporting_ID,Event_Date,Event_Time,Classification,event year,Event_Description,Event_Keyword,End_Use,Stories_in_Building,Height_for_Non_Building,Project_Cost,Project_Type,Associated_SICs,Fatality,Related_Inspection_NR,Original classification,Age,Sex,Nature_of_Injury,Part_of_Body,Source_of_Injury,Event_Type,Environmental_Factor,Human_Factor,Occupation_Code,Degree_of_Injury,Task_Assigned,Hazardous_Substance,Operation_Code,Cause_of_Injury,Cause_of_Fatality,Distance_of_Fall,Height_of_Person,Injury_ID,Activity_NR,State_Flag,Name,Address,City,State,Zip,Owner_Type,Owner_Code,Advance_Notice,Safety_Health,SIC,NAICS,Inspection_Type,Inspection_Scope,Why_No_Inspection,Union,Safety_Planning_Guide_Manf,Safety_Planning_Guide_Const,Safety_Planning_Guide_Maritime,Health_Planning_Guide_Manuf,Health_Planning_Guide_Constr,Health_Planning_Guide_Maritime,Migrant,Mailing_Street,Mailing_City,Mailing_State,Mailing_Zip,No__in_Establishment,Open_Date,Case_Mod_Date,Conf_Closed,Case_Closed,total_current_penalty
428,200210524,626000,09-AUG-99 10.40.00.000000 AM,,Personnel,99,"One killed, one injured in refinery boiler explosion","MAINTENANCE,UNSECURED,WORK RULES,BOILER,EXPLOSION,INEXPERIENCE,HIGH PRESSURE,UNTRAINED,REFINERY",,,,,,2911,X,302101522,Personnel,51,Male,18,18,6,1,5,4,699,2,2,E101,0,0,0,,,2,302101522,,CITGO REFINING & CHEMICALS COMPANY LP,1802 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,Private,0,Yes,S,2911,324110,Accident,Partial,,Yes,,,,,,,,PO BOX 9176,CORPUS CHRISTI,TX,78469,1000,9-Aug-99,10-Feb-12,13-Aug-99,25-Feb-00,2500
429,200210524,626000,09-AUG-99 10.40.00.000000 AM,,Personnel,99,"One killed, one injured in refinery boiler explosion","MAINTENANCE,UNSECURED,WORK RULES,BOILER,EXPLOSION,INEXPERIENCE,HIGH PRESSURE,UNTRAINED,REFINERY",,,,,,2911,X,302101522,Personnel,53,Male,21,9,6,1,5,4,213,1,2,E101,0,0,0,,,1,302101522,,CITGO REFINING & CHEMICALS COMPANY LP,1802 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,Private,0,Yes,S,2911,324110,Accident,Partial,,Yes,,,,,,,,PO BOX 9176,CORPUS CHRISTI,TX,78469,1000,9-Aug-99,10-Feb-12,13-Aug-99,25-Feb-00,2500
430,200210540,626000,27-AUG-99 09.00.00.000000 PM,,Process,99,Employees exposed to hydrofluoric acid,"EYE,CAUSTIC,UNSECURED,HYDROFLUORIC ACID,WORK RULES,INHALATION,RESPIRATORY TRACT,CHEMICAL BURN,CHEMICAL VAPOR,ACCIDENTAL DISCHARGE",,,,,,2911,,302101589,Process,50,Male,4,28,9,8,7,4,999,2,1,1460,0,0,0,,,3,302101589,,CITGO REFINING & CHEMICALS COMPANY LP,1801 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,Private,0,Yes,S,2911,324110,Accident,Partial,,Yes,,,,,,,,PO BOX 9176,CORPUS CHRISTI,TX,78469,1000,1-Sep-99,3-Apr-08,2-Sep-99,22-Aug-00,2500
431,200210540,626000,27-AUG-99 09.00.00.000000 PM,,Process,99,Employees exposed to hydrofluoric acid,"EYE,CAUSTIC,UNSECURED,HYDROFLUORIC ACID,WORK RULES,INHALATION,RESPIRATORY TRACT,CHEMICAL BURN,CHEMICAL VAPOR,ACCIDENTAL DISCHARGE",,,,,,2911,,302101589,Process,32,Male,4,8,9,10,7,4,999,2,1,1460,0,0,0,,,2,302101589,,CITGO REFINING & CHEMICALS COMPANY LP,1801 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,Private,0,Yes,S,2911,324110,Accident,Partial,,Yes,,,,,,,,PO BOX 9176,CORPUS CHRISTI,TX,78469,1000,1-Sep-99,3-Apr-08,2-Sep-99,22-Aug-00,2500
432,200210540,626000,27-AUG-99 09.00.00.000000 PM,,Process,99,Employees exposed to hydrofluoric acid,"EYE,CAUSTIC,UNSECURED,HYDROFLUORIC ACID,WORK RULES,INHALATION,RESPIRATORY TRACT,CHEMICAL BURN,CHEMICAL VAPOR,ACCIDENTAL DISCHARGE",,,,,,2911,,302101589,Process,52,Male,4,8,9,10,7,4,999,2,1,1460,0,0,0,,,1,302101589,,CITGO REFINING & CHEMICALS COMPANY LP,1801 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,Private,0,Yes,S,2911,324110,Accident,Partial,,Yes,,,,,,,,PO BOX 9176,CORPUS CHRISTI,TX,78469,1000,1-Sep-99,3-Apr-08,2-Sep-99,22-Aug-00,2500
433,201761004,626600,19-MAR-00 06.45.00.000000 AM,,Personnel,0,Employee died from an apparent heart attack,"CPR,HEART ATTACK",,,,,,2911,X,302572797,Personnel,42,Male,21,31,43,14,18,14,999,1,1,,0,0,0,,,1,302572797,,EXXON BAYTOWN REFINERY,2900 DECKER DRIVE,BAYTOWN,TX,77530,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 3950,BAYTOWN,TX,77530,1500,20-Mar-00,,22-Mar-00,30-Mar-00,
434,200550994,625700,15-OCT-99 09.30.00.000000 AM,,Process,99,"Employee burned in refinery fire, later dies","BURN,FIRE,REFINERY",,,,,,2911,X,303078000,Process,31,Male,5,4,16,8,10,14,519,1,1,,0,0,0,,,1,303078000,,INTERNATIONAL MAINTENACE CORP.,2200 OLD SPANISH TRAIL,WESTLAKE,LA,70669,Private,0,No,S,2911,0,Accident,Partial,,No,X,,,,,,,P. O. BOX 2599,SULPHUR,LA,70664,225,9-Nov-99,16-Jan-08,8-Dec-99,8-Dec-99,
435,201771706,213900,22-MAY-02 04.45.00.000000 PM,,Process,2,Employee Dies from Asphyxiation,"MAINTENANCE,UNCONSCIOUSNESS,ASPHYXIATED,WORK RULES,TOXIC ATMOSPHERE,INHALATION,GAS,NITROGEN,OVEREXPOSURE,REFINERY",,,,,,2911,X,303396543,Process,28,Male,2,4,19,12,7,1,519,1,1,1900,0,0,0,,,1,303396543,,"BENTLY NEVADA, LLC.",800 BILLINGSPORT ROAD,PAULSBORO,NJ,8066,Private,0,No,S,2911,0,Accident,Partial,,No,,,,,,,,105 CHESLEY DRIVE,MEDIA,PA,19063,1,23-May-02,28-Sep-10,23-May-02,19-Nov-02,
436,201271574,418300,13-MAY-01 03.10.00.000000 PM,,Process,1,Employees burned after naptha ingnites,"BURN,FLAMMABLE VAPORS,FIRE,GAS,NAPHTHA",,,,,,2911,,303430144,Process,45,Female,5,4,16,14,7,10,999,2,1,,0,0,0,,,3,303430144,,"HUNT REFINING COMPANY, A CORPORATION",1855 SANDERS FERRY ROAD,TUSCALOOSA,AL,35401,Private,0,No,S,2911,0,Accident,Complete,,No,,,,,,,,100 TOWNCENTER BLVD. SUITE 300,TUSCALOOSA,AL,35406,220,14-May-01,,25-Sep-01,3-Sep-02,99000
437,201271574,418300,13-MAY-01 03.10.00.000000 PM,,Process,1,Employees burned after naptha ingnites,"BURN,FLAMMABLE VAPORS,FIRE,GAS,NAPHTHA",,,,,,2911,,303430144,Process,48,Male,5,4,16,14,7,10,999,2,1,,0,0,0,,,2,303430144,,"HUNT REFINING COMPANY, A CORPORATION",1855 SANDERS FERRY ROAD,TUSCALOOSA,AL,35401,Private,0,No,S,2911,0,Accident,Complete,,No,,,,,,,,100 TOWNCENTER BLVD. SUITE 300,TUSCALOOSA,AL,35406,220,14-May-01,,25-Sep-01,3-Sep-02,99000
438,201271574,418300,13-MAY-01 03.10.00.000000 PM,,Process,1,Employees burned after naptha ingnites,"BURN,FLAMMABLE VAPORS,FIRE,GAS,NAPHTHA",,,,,,2911,,303430144,Process,45,Male,5,4,16,14,7,10,999,2,1,,0,0,0,,,1,303430144,,"HUNT REFINING COMPANY, A CORPORATION",1855 SANDERS FERRY ROAD,TUSCALOOSA,AL,35401,Private,0,No,S,2911,0,Accident,Complete,,No,,,,,,,,100 TOWNCENTER BLVD. SUITE 300,TUSCALOOSA,AL,35406,220,14-May-01,,25-Sep-01,3-Sep-02,99000
439,201570850,830500,13-JUN-01 11.00.00.000000 AM,,Personnel,1,Employee dies in fall from fixed ladder,"LADDER,FIXED LADDER,FALL,FALL PROTECTION",,,,,,2911,X,303677298,Personnel,48,Male,3,13,42,5,13,8,579,1,1,,0,0,0,,,1,303677298,,COLORADO REFINING COMPANY,5800 BRIGHTON BLVD.,COMMERCE CITY,CO,80022,Private,0,No,S,2911,324110,Accident,Partial,,Yes,,,,,,,,,,,0,119,15-Jun-01,15-Mar-07,9-Jul-01,9-Jul-01,
440,200210870,626000,09-JUL-01 11.30.00.000000 AM,,Process,1,Employee's suffer burns due to a flammable vapor mixture,"FLAMMABLE VAPORS,VALVE,PROPANE,BURN,HEAT,FIRE,HIGH PRESSURE",E,,,A,C,"29,111,799",,303685093,Process,40,Male,4,11,9,14,9,17,699,2,1,1460,0,0,0,,,2,303685093,,ULTRAMAR DIAMOND SHAMROCK CORPORATION,"301 LEROY ST, HWY 72 WEST",THREE RIVERS,TX,78071,Private,0,No,S,2911,0,Accident,Partial,,No,,,,,,,,P.O. BOX 490,THREE RIVERS,TX,78071,280,9-Jul-01,,10-Jul-01,4-Feb-03,4650
441,200210870,626000,09-JUL-01 11.30.00.000000 AM,,Process,1,Employee's suffer burns due to a flammable vapor mixture,"FLAMMABLE VAPORS,VALVE,PROPANE,BURN,HEAT,FIRE,HIGH PRESSURE",E,,,A,C,"29,111,799",,303685093,Process,40,Male,5,9,16,14,10,17,699,2,1,1460,0,0,0,,,1,303685093,,ULTRAMAR DIAMOND SHAMROCK CORPORATION,"301 LEROY ST, HWY 72 WEST",THREE RIVERS,TX,78071,Private,0,No,S,2911,0,Accident,Partial,,No,,,,,,,,P.O. BOX 490,THREE RIVERS,TX,78071,280,9-Jul-01,,10-Jul-01,4-Feb-03,4650
442,201342276,729700,04-MAR-02 07.15.00.000000 AM,,Process,2,Four employees exposed to hydrofluoric acid vapors,"VAPOR,HYDROFLUORIC ACID,HOSE,CHEMICAL VAPOR",,,,,,2911,,303793004,Process,38,Male,4,4,9,8,9,11,999,3,1,1460,0,0,0,,,4,303793004,,"FARMLAND INDUSTRIES, INC.",400 N. LINDEN RD.,COFFEYVILLE,KS,67337,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 570,COFFEYVILLE,KS,67337,310,5-Mar-02,21-Jul-05,14-Mar-02,8-Jul-02,7000
443,201342276,729700,04-MAR-02 07.15.00.000000 AM,,Process,2,Four employees exposed to hydrofluoric acid vapors,"VAPOR,HYDROFLUORIC ACID,HOSE,CHEMICAL VAPOR",,,,,,2911,,303793004,Process,36,Male,4,4,9,8,9,11,999,2,1,1460,0,0,0,,,3,303793004,,"FARMLAND INDUSTRIES, INC.",400 N. LINDEN RD.,COFFEYVILLE,KS,67337,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 570,COFFEYVILLE,KS,67337,310,5-Mar-02,21-Jul-05,14-Mar-02,8-Jul-02,7000
444,201342276,729700,04-MAR-02 07.15.00.000000 AM,,Process,2,Four employees exposed to hydrofluoric acid vapors,"VAPOR,HYDROFLUORIC ACID,HOSE,CHEMICAL VAPOR",,,,,,2911,,303793004,Process,37,Male,4,4,9,8,9,11,999,2,1,1460,0,0,0,,,2,303793004,,"FARMLAND INDUSTRIES, INC.",400 N. LINDEN RD.,COFFEYVILLE,KS,67337,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 570,COFFEYVILLE,KS,67337,310,5-Mar-02,21-Jul-05,14-Mar-02,8-Jul-02,7000
445,201342276,729700,04-MAR-02 07.15.00.000000 AM,,Process,2,Four employees exposed to hydrofluoric acid vapors,"VAPOR,HYDROFLUORIC ACID,HOSE,CHEMICAL VAPOR",,,,,,2911,,303793004,Process,52,Male,4,4,9,8,9,11,999,2,1,1460,0,0,0,,,1,303793004,,"FARMLAND INDUSTRIES, INC.",400 N. LINDEN RD.,COFFEYVILLE,KS,67337,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 570,COFFEYVILLE,KS,67337,310,5-Mar-02,21-Jul-05,14-Mar-02,8-Jul-02,7000
446,200650760,521100,10-SEP-02 05.59.00.000000 PM,,Process,2,Employee Is Burned When Propane Tank Ignites,"BURN,FLAMMABLE LIQUID,FIRE,BACK,PROPANE,FACE,TANK",,,,,,2911,,304015381,Process,45,Male,4,3,9,10,7,14,999,2,1,,0,0,0,,,1,304015381,,FERRELLGAS,1919 S. BROADWAY,GREEN BAY,WI,54307,Private,0,No,S,2911,324110,Unprog Rel,Partial,,No,,,,,,,,TWO LIBERTY PLAZA,LIBERTY,MO,64068,5035,12-Sep-02,5-Nov-09,31-Jan-03,13-Aug-03,2250
447,201560505,854910,10-AUG-01 08.30.00.000000 AM,,Personnel,1,Employee hospitalized when scalded during cleaning operation,"BURN,CLEANING,DRUM,WATER HOSE,UNTRAINED",,,,,,2911,,304410806,Personnel,56,Male,5,19,19,14,7,1,699,2,2,1410,0,0,0,,,1,304410806,,FLYING J,333 W CENTER ST,NORTH SALT LAKE,UT,84054,Private,0,No,S,2911,324110,Accident,Partial,,No,X,,,,,,,,,,0,174,10-Aug-01,12-Jun-07,14-Dec-01,1-Nov-03,6000
449,200552230,625700,06-JUN-02 10.30.00.000000 AM,,Process,2,One employees dies and one other injured in fire,"BURN,FIRE,LOCKOUT,PIPELINE,PIPE,PROCESS SAFETY,CHEMICAL",,,,,,2911,X,304477342,Process,40,Male,4,4,9,14,9,4,999,2,2,,0,0,0,,,2,304477342,,"LOU-CON, INC.",2500 E.ST. BERNARD HWY,MEREAU,LA,70075,Private,0,Yes,S,2911,324110,Accident,Partial,,Yes,,,,,,,,PO BOX 3153,NEW ORLEANS,LA,70177,20,6-Jun-02,8-Mar-05,31-Oct-02,12-May-03,17500
450,200552230,625700,06-JUN-02 10.30.00.000000 AM,,Process,2,One employees dies and one other injured in fire,"BURN,FIRE,LOCKOUT,PIPELINE,PIPE,PROCESS SAFETY,CHEMICAL",,,,,,2911,X,304477342,Process,33,Male,4,4,9,14,9,4,999,1,2,,0,0,0,,,1,304477342,,"LOU-CON, INC.",2500 E.ST. BERNARD HWY,MEREAU,LA,70075,Private,0,Yes,S,2911,324110,Accident,Partial,,Yes,,,,,,,,PO BOX 3153,NEW ORLEANS,LA,70177,20,6-Jun-02,8-Mar-05,31-Oct-02,12-May-03,17500
451,200621571,454716,23-JUL-01 10.55.00.000000 AM,,Process,1,Employee fatally burned at a refinery,"BURN,FLAMMABLE VAPORS,RUPTURE,PIPELINE,COMBUSTIBLE LIQUID,REFINERY",,,,,,2911,X,304497118,Process,61,Male,4,4,16,14,18,17,999,1,1,,0,0,0,,,1,304497118,,NECESSARY OIL COMPANY,1300 GEORGIA AVE.,BRISTOL,TN,37620,Private,0,No,S,2911,0,Accident,Partial,,No,X,,,,,,,,,,0,15,25-Jul-01,,25-Jul-01,13-Nov-01,7000
452,201761772,626600,03-MAR-03 03.00.00.000000 PM,,Personnel,3,Employee Dies from Heart Attack,"HEART,HEART ATTACK",,,,,,2911,X,304512437,Personnel,53,Male,21,4,43,12,18,14,999,1,1,,0,0,0,,,1,304512437,,EXXON MOBIL,3000 BAYWAY DR.,BAYTOWN,TX,77522,Private,0,No,S,2911,324110,Accident,Partial,,Yes,,,,,,,,5000 BAYWAY DR.,BAYTOWN,TX,77520,1,5-Mar-03,13-Nov-09,10-Mar-03,10-Mar-03,
453,200642643,627700,23-SEP-02 03.45.00.000000 PM,,Process,2,"Three employees injured, one killed in flammable vapor fire","BURN,TANK TRUCK,VAPOR,FLAMMABLE VAPORS,WORK RULES,FIRE,TANK CLEANING,SMOKE,GASOLINE",,,,,,2911,X,304965734,Process,35,Male,5,19,16,2,7,18,999,2,1,,0,0,0,,,4,304965734,,GONZALES WELDING & MUFFLER SHOP,"KOCH HYDROCARBON LP PLANT, 2001 S. HWY 81",MEDFORD,OK,73759,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,109 NORTH 1ST STREET,MEDFORD,OK,73759,3,24-Sep-02,,24-Sep-02,26-Mar-03,
454,200642643,627700,23-SEP-02 03.45.00.000000 PM,,Process,2,"Three employees injured, one killed in flammable vapor fire","BURN,TANK TRUCK,VAPOR,FLAMMABLE VAPORS,WORK RULES,FIRE,TANK CLEANING,SMOKE,GASOLINE",,,,,,2911,X,304965734,Process,49,Male,5,19,16,2,7,18,999,2,1,,0,0,0,,,3,304965734,,GONZALES WELDING & MUFFLER SHOP,"KOCH HYDROCARBON LP PLANT, 2001 S. HWY 81",MEDFORD,OK,73759,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,109 NORTH 1ST STREET,MEDFORD,OK,73759,3,24-Sep-02,,24-Sep-02,26-Mar-03,
455,200642643,627700,23-SEP-02 03.45.00.000000 PM,,Process,2,"Three employees injured, one killed in flammable vapor fire","BURN,TANK TRUCK,VAPOR,FLAMMABLE VAPORS,WORK RULES,FIRE,TANK CLEANING,SMOKE,GASOLINE",,,,,,2911,X,304965734,Process,34,Male,5,19,16,2,7,18,999,2,1,,0,0,0,,,2,304965734,,GONZALES WELDING & MUFFLER SHOP,"KOCH HYDROCARBON LP PLANT, 2001 S. HWY 81",MEDFORD,OK,73759,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,109 NORTH 1ST STREET,MEDFORD,OK,73759,3,24-Sep-02,,24-Sep-02,26-Mar-03,
456,200642643,627700,23-SEP-02 03.45.00.000000 PM,,Process,2,"Three employees injured, one killed in flammable vapor fire","BURN,TANK TRUCK,VAPOR,FLAMMABLE VAPORS,WORK RULES,FIRE,TANK CLEANING,SMOKE,GASOLINE",,,,,,2911,X,304965734,Process,33,Male,5,19,16,2,7,18,999,1,1,,0,0,0,,,1,304965734,,GONZALES WELDING & MUFFLER SHOP,"KOCH HYDROCARBON LP PLANT, 2001 S. HWY 81",MEDFORD,OK,73759,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,109 NORTH 1ST STREET,MEDFORD,OK,73759,3,24-Sep-02,,24-Sep-02,26-Mar-03,
457,200101541,522300,14-DEC-02 08.10.00.000000 PM,,Process,2,Employee Suffers Burns in Lab Fire,"BURN,ELECTRIC ARC,HEAD,ELECTRICAL,E GI VII,FIRE,LAB WORKER,VACUUM VESSEL,SPARK,GASOLINE",,,,,,2911,,305328049,Process,35,Female,5,12,9,14,10,6,224,2,1,1340,0,0,0,,,1,305328049,,MARATHON ASHLAND PETROLEUM LLC,2408 GAMBRINUS AVENUE SW,CANTON,OH,44711,Private,0,No,H,2911,324110,Complaint,Partial,,Yes,,,,,,,,P.O. BOX 8170,CANTON,OH,44711,279,23-Dec-02,23-May-08,23-Dec-02,9-May-03,6725
458,201145364,950637,11-JUL-04 02.10.00.000000 AM,,Process,4,Employee is killed in Fall through Roof Hole,"BURN,DRUM,FIRE,TORSO,STEAM,WATER HOSE,ARM,REFINERY,ASPHALT,LEG",,,,,,2911,,305354284,Process,35,Male,5,1,9,1,11,12,699,2,2,,0,0,0,,,2,305354284,,PARAMOUNT PETROLEUM,14700 DOWNEY AVE,PARAMOUNT,CA,90723,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,,,,0,170,15-Jul-04,17-Dec-14,5-Jan-05,11-Feb-09,55305
459,201145364,950637,11-JUL-04 02.10.00.000000 AM,,Process,4,Employee is killed in Fall through Roof Hole,"BURN,DRUM,FIRE,TORSO,STEAM,WATER HOSE,ARM,REFINERY,ASPHALT,LEG",,,,,,2911,,305354284,Process,38,Male,5,1,9,1,11,12,699,2,2,,0,0,0,,,1,305354284,,PARAMOUNT PETROLEUM,14700 DOWNEY AVE,PARAMOUNT,CA,90723,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,,,,0,170,15-Jul-04,17-Dec-14,5-Jan-05,11-Feb-09,55305
460,201034790,950635,20-NOV-02 05.00.00.000000 PM,,Personnel,2,Employee Found Unconscious,"UNCONSCIOUSNESS,REFINERY",,,,,,2911,,305471732,Personnel,0,,0,0,0,0,0,0,999,0,0,,0,0,0,,,1,305471732,,SHELL US LOS ANGELES REFINERY,2101 E PACIFIC COAST HWY,WILMINGTON,CA,90744,Private,0,No,S,2911,324110,Accident,Partial,,Yes,,,,,,,,,,,0,500,9-Dec-02,,20-Feb-03,20-Feb-03,
461,201034667,950635,08-DEC-02 04.00.00.000000 PM,,Process,2,Employee gets burns when hot condensate gushes out,"BURN,BUTANE,NAPHTHA,OIL LINE,BACK,VALVE,PROPANE,ARM,SPREADER BAR,LEG",,,,,,2911,,305472052,Process,53,Male,5,3,43,1,11,1,699,2,1,,0,0,0,,,1,305472052,,VALERO REFINERY,2402 E ALAHAMBRA,WILMINGTON,CA,90744,Private,0,No,S,2911,324110,Accident,Complete,,Yes,X,,,,,,,,,,0,425,15-Jan-03,2-Nov-09,21-May-03,24-Nov-03,750
462,201034899,950635,17-FEB-03 02.00.00.000000 AM,,Personnel,3,Employee injured while cutting in coke drum,"DRUM HOIST,AMPUTATED,WIRE ROPE,CAUGHT BETWEEN,COKE DRUM,NIP POINT,HAND",,,,,,2911,,305472557,Personnel,37,Male,7,12,24,2,1,4,699,2,1,,0,0,0,,,1,305472557,,EXXON MOBIL REFINERY,3700 WEST 190TH ST,TORRANCE,CA,90509,Private,0,No,S,2911,324110,Accident,Complete,,Yes,X,,,,,,,,,,0,4,6-Mar-03,7-Apr-15,24-Jul-03,3-Sep-06,7425
463,201035904,950635,14-MAR-04 02.30.00.000000 PM,,Personnel,4,Employee Twists Ankle after Loosing Balance,"FRACTURE,RAILROAD CAR,LOADER,ANKLE",,,,,,2911,,305475675,Personnel,56,Male,12,11,5,6,13,1,999,2,1,,0,0,0,,,1,305475675,,EXXON MOBIL REFINERY,3700 WEST 190TH ST,TORRANCE,CA,90509,Private,0,No,S,2911,324110,Accident,Partial,,Yes,X,,,,,,,,,,0,6,13-Apr-04,12-Jul-04,9-Jul-04,12-Jul-04,
465,201037991,950635,19-APR-06 02.15.00.000000 PM,,Personnel,6,Employee Is Injured in Fall from Bicycle,"KNEE,FRACTURE,FALL,RAILROAD TRACK,ELBOW,LOST BALANCE,HAND",,,,,,2911,,305480824,Personnel,54,Male,12,7,43,4,18,1,999,2,1,,0,0,0,,,1,305480824,,B P REFINERY,1801 E SEPULVEDA BLVD,CARSON,CA,90745,Private,0,No,S,2911,324110,Accident,Partial,,Yes,,,,,,,,,,,0,1100,26-Apr-06,7-Apr-15,15-May-06,15-May-06,
467,200910396,215300,26-JUL-04 03.30.00.000000 AM,,Personnel,4,Employee Working in Control Room Dies from a Stroke,"BLOOD CLOT,UNCONSCIOUSNESS,BRAIN,REFINERY",,,,,,2911,X,306187709,Personnel,42,Male,21,25,43,12,18,14,699,1,1,,0,0,0,,,1,306187709,,HOVENSA L.L.C,"1 ESTATE HOPE, CHRISTIANSTED",ST. CROIX,VI,820,Private,0,No,S,2911,324110,Accident,Partial,,No,X,,,,,,,,,,0,500,27-Jul-04,27-Dec-11,16-Aug-04,4-Jan-05,
468,200910511,215300,04-JUN-09 02.30.00.000000 PM,,Process,9,Three Employees Are Burned by Hot Condensate,"BURN,MAINTENANCE,STEAM,HOT WATER",,,,,,2911,,306195199,Process,30,Male,5,3,9,14,11,13,999,2,1,,0,0,0,,,3,306195199,,HOVENSA LLC,"HOVENSA REFINERY,1 ESTATE HOPE",ST CROIX,VI,820,Private,0,No,S,2911,324110,Accident,Complete,,Yes,X,,,,,,,"1 ESTATE HOPE, CHRISTIANSTED",ST CROIX,VI,820,2500,5-Jun-09,6-Feb-14,3-Sep-09,13-Apr-11,10000
469,200910511,215300,04-JUN-09 02.30.00.000000 PM,,Process,9,Three Employees Are Burned by Hot Condensate,"BURN,MAINTENANCE,STEAM,HOT WATER",,,,,,2911,,306195199,Process,30,Male,5,3,9,14,11,13,999,2,1,,0,0,0,,,2,306195199,,HOVENSA LLC,"HOVENSA REFINERY,1 ESTATE HOPE",ST CROIX,VI,820,Private,0,No,S,2911,324110,Accident,Complete,,Yes,X,,,,,,,"1 ESTATE HOPE, CHRISTIANSTED",ST CROIX,VI,820,2500,5-Jun-09,6-Feb-14,3-Sep-09,13-Apr-11,10000
470,200910511,215300,04-JUN-09 02.30.00.000000 PM,,Process,9,Three Employees Are Burned by Hot Condensate,"BURN,MAINTENANCE,STEAM,HOT WATER",,,,,,2911,,306195199,Process,30,Male,5,2,9,14,11,13,999,2,1,,0,0,0,,,1,306195199,,HOVENSA LLC,"HOVENSA REFINERY,1 ESTATE HOPE",ST CROIX,VI,820,Private,0,No,S,2911,324110,Accident,Complete,,Yes,X,,,,,,,"1 ESTATE HOPE, CHRISTIANSTED",ST CROIX,VI,820,2500,5-Jun-09,6-Feb-14,3-Sep-09,13-Apr-11,10000
471,201923281,626700,02-SEP-04 01.00.00.000000 PM,,Process,4,Two employees are killed and one injured from burns,"BURN,REPAIR,PRESSURE VESSEL,BOILER,EQUIPMENT FAILURE,STEAM,PUMP,HOT WATER",,,,,,2911,X,306482266,Process,54,Male,5,4,6,14,11,4,999,1,1,,0,0,0,,,3,306482266,,"BP PRODUCTS NORTH AMERICA, INC.",2401 5TH AVE S,TEXAS CITY,TX,77590,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,2401 5TH AVE S,"TEXAS CITY, TX",TX,77590,300,2-Sep-04,12-Aug-09,25-Feb-05,7-Apr-06,102500
472,201923281,626700,02-SEP-04 01.00.00.000000 PM,,Process,4,Two employees are killed and one injured from burns,"BURN,REPAIR,PRESSURE VESSEL,BOILER,EQUIPMENT FAILURE,STEAM,PUMP,HOT WATER",,,,,,2911,X,306482266,Process,50,Male,5,4,6,14,11,4,999,2,1,,0,0,0,,,2,306482266,,"BP PRODUCTS NORTH AMERICA, INC.",2401 5TH AVE S,TEXAS CITY,TX,77590,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,2401 5TH AVE S,"TEXAS CITY, TX",TX,77590,300,2-Sep-04,12-Aug-09,25-Feb-05,7-Apr-06,102500
473,201923281,626700,02-SEP-04 01.00.00.000000 PM,,Process,4,Two employees are killed and one injured from burns,"BURN,REPAIR,PRESSURE VESSEL,BOILER,EQUIPMENT FAILURE,STEAM,PUMP,HOT WATER",,,,,,2911,X,306482266,Process,39,Male,5,4,6,14,11,4,999,1,1,,0,0,0,,,1,306482266,,"BP PRODUCTS NORTH AMERICA, INC.",2401 5TH AVE S,TEXAS CITY,TX,77590,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,2401 5TH AVE S,"TEXAS CITY, TX",TX,77590,300,2-Sep-04,12-Aug-09,25-Feb-05,7-Apr-06,102500
474,200642767,627700,21-JUL-03 11.00.00.000000 AM,,Process,3,Employee dies during gas plant accident,"BURN,REPAIR,FIRE,GAS,EXPLOSION,PUMP",,,,,,2911,X,306639261,Process,39,Male,5,19,16,2,7,1,999,1,1,,0,0,0,,,1,306639261,,CONOCOPHILLIPS,1000 S. PINE,PONCA CITY,OK,74602,Private,0,No,S,2911,324110,Accident,Partial,,Yes,,,,,,,,P O BOX 1267,PONCA CITY,OK,74602,1665,22-Jul-03,30-Nov-10,24-Jul-03,23-Mar-05,5000
